order_ID,product,quantity_ordered,price,order_date,state,city,zip_code
141347,AA Batteries (4-pack),1,3.84,01/27/19 17:46,CA,San Francisco,94102
141348,USB-C Charging Cable,2,11.95,01/26/19 18:56,IL,Chicago,60629
141349,Lightning Charging Cable,1,14.95,01/03/19 20:51,PA,Philadelphia,19102
141350,Lightning Charging Cable,1,14.95,01/01/19 11:17,FL,Miami,33186
141351,USB-C Charging Cable,2,11.95,01/24/19 17:02,MI,Detroit,48215
141352,Lightning Charging Cable,1,14.95,01/11/19 19:07,OR,Portland,97223
141353,USB-C Charging Cable,1,11.95,01/26/19 10:35,FL,Miami,33137
141354,Bose SoundSport Headphones,1,99.99,01/03/19 11:12,FL,Miami,33125
141355,27in 4K Gaming Monitor,1,389.99,01/18/19 15:24,FL,Miami,33186
141356,Lightning Charging Cable,1,14.95,01/09/19 17:32,CA,San Diego,91911
141357,Lightning Charging Cable,1,14.95,01/23/19 05:30,CA,San Francisco,94016
141358,Lightning Charging Cable,1,14.95,01/05/19 15:31,OH,Columbus,43212
141359,AAA Batteries (4-pack),2,2.99,01/09/19 22:21,NY,New York City,10013
141360,Macbook Pro Laptop,1,1700,01/17/19 21:00,FL,Orlando,32822
141361,Apple Airpods Headphones,2,150,01/23/19 15:39,TX,Austin,78745
141362,Lightning Charging Cable,1,14.95,01/02/19 22:17,IL,Chicago,60607
141363,Wired Headphones,1,11.99,01/08/19 06:24,OH,Columbus,43212
141364,AA Batteries (4-pack),1,3.84,01/01/19 07:46,TX,Houston,77002
141365,Vareebadd Phone,1,400,01/10/19 11:19,FL,Miami,33186
141365,Wired Headphones,1,11.99,01/10/19 11:19,FL,Orlando,32822
141366,Flatscreen TV,1,300,01/17/19 22:34,TX,Houston,77055
141367,27in 4K Gaming Monitor,1,389.99,01/09/19 10:06,FL,Miami,33137
141368,USB-C Charging Cable,1,11.95,01/10/19 21:39,CA,Los Angeles,90001
141369,Lightning Charging Cable,1,14.95,01/21/19 21:03,PA,Philadelphia,19102
141370,AAA Batteries (4-pack),2,2.99,01/24/19 20:53,WA,Seattle,98115
141371,Lightning Charging Cable,1,14.95,01/23/19 18:34,MI,Detroit,48215
141372,AAA Batteries (4-pack),1,2.99,01/26/19 10:07,TX,Houston,77019
141373,27in FHD Monitor,1,149.99,01/20/19 13:08,MI,Detroit,48207
141374,Wired Headphones,1,11.99,01/14/19 10:12,OR,Portland,97201
141375,27in 4K Gaming Monitor,1,389.99,01/10/19 13:51,TX,Houston,77002
141376,Wired Headphones,1,11.99,01/20/19 14:57,OH,Columbus,43201
141377,Wired Headphones,1,11.99,01/20/19 15:12,CA,San Diego,91911
141378,USB-C Charging Cable,1,11.95,01/22/19 10:25,IL,Chicago,60607
141379,AA Batteries (4-pack),1,3.84,01/25/19 18:00,MI,Detroit,48207
141380,USB-C Charging Cable,1,11.95,01/17/19 18:45,MI,Detroit,48215
141381,Bose SoundSport Headphones,1,99.99,01/03/19 18:22,CA,Los Angeles,90014
141382,AAA Batteries (4-pack),1,2.99,01/16/19 13:50,MI,Detroit,48215
141383,AAA Batteries (4-pack),1,2.99,01/08/19 10:01,TX,Houston,77055
141384,Google Phone,1,600,01/03/19 00:14,GA,Atlanta,30318
141384,USB-C Charging Cable,1,11.95,01/03/19 00:14,GA,Atlanta,30318
141385,Macbook Pro Laptop,1,1700,01/10/19 12:59,TX,Houston,77019
141386,Lightning Charging Cable,1,14.95,01/08/19 19:27,CA,San Diego,91911
141387,AAA Batteries (4-pack),1,2.99,01/17/19 11:12,FL,Miami,33137
141388,Lightning Charging Cable,1,14.95,01/22/19 10:53,TX,Austin,78745
141389,AA Batteries (4-pack),1,3.84,01/26/19 11:07,IL,Chicago,60618
141390,Wired Headphones,1,11.99,01/26/19 11:22,TX,Houston,77019
141391,Bose SoundSport Headphones,1,99.99,01/31/19 10:02,CA,San Francisco,94102
141392,Apple Airpods Headphones,1,150,01/25/19 13:51,IL,Chicago,60629
141393,USB-C Charging Cable,1,11.95,01/18/19 17:57,GA,Atlanta,30339
141394,iPhone,1,700,01/06/19 16:54,TX,Dallas,75201
141395,AAA Batteries (4-pack),1,2.99,01/29/19 16:20,NY,New York City,10118
141396,USB-C Charging Cable,1,11.95,01/26/19 14:10,WA,Seattle,98122
141397,Lightning Charging Cable,1,14.95,01/13/19 12:59,FL,Miami,33137
141398,AAA Batteries (4-pack),1,2.99,01/04/19 16:31,IL,Chicago,60629
141399,ThinkPad Laptop,1,999.99,01/17/19 09:57,PA,Philadelphia,19102
141400,Lightning Charging Cable,1,14.95,01/18/19 18:09,CA,San Diego,92029
141401,Apple Airpods Headphones,1,150,01/23/19 12:50,MI,Detroit,48207
141402,AAA Batteries (4-pack),1,2.99,01/07/19 12:56,TX,Austin,78701
141403,Lightning Charging Cable,1,14.95,01/26/19 16:41,NY,Buffalo,14205
141404,AA Batteries (4-pack),1,3.84,01/29/19 20:06,CA,San Diego,91911
141405,Wired Headphones,1,11.99,01/29/19 11:00,TX,Austin,78729
141406,USB-C Charging Cable,1,11.95,01/28/19 12:02,TX,Austin,78729
141407,Apple Airpods Headphones,1,150,01/01/19 16:06,FL,Miami,33137
141408,Apple Airpods Headphones,1,150,01/07/19 13:25,OR,Portland,97201
141409,Bose SoundSport Headphones,1,99.99,01/01/19 21:49,IL,Chicago,60607
141410,27in FHD Monitor,1,149.99,01/03/19 22:02,TX,Dallas,75215
141411,Wired Headphones,1,11.99,01/15/19 05:35,TX,Dallas,75201
141412,AA Batteries (4-pack),2,3.84,01/14/19 17:16,CA,San Diego,91911
141413,AA Batteries (4-pack),1,3.84,01/24/19 17:54,FL,Miami,33186
141414,Google Phone,1,600,01/26/19 03:38,TX,Austin,78701
141415,Wired Headphones,1,11.99,01/12/19 19:02,WA,Seattle,98101
141416,AAA Batteries (4-pack),1,2.99,01/02/19 13:37,MI,Detroit,48215
141417,Bose SoundSport Headphones,1,99.99,01/03/19 08:21,TX,Houston,77055
141418,Apple Airpods Headphones,1,150,01/10/19 12:48,GA,Atlanta,30303
141419,Wired Headphones,1,11.99,01/22/19 11:53,GA,Atlanta,30303
141420,Lightning Charging Cable,2,14.95,01/09/19 12:19,MI,Detroit,48215
141421,Flatscreen TV,1,300,01/24/19 13:18,TX,Austin,78729
141422,Apple Airpods Headphones,1,150,01/16/19 22:23,GA,Atlanta,30303
141423,Lightning Charging Cable,2,14.95,01/06/19 13:41,TX,Houston,77002
141424,Apple Airpods Headphones,1,150,01/13/19 19:49,CA,San Francisco,94102
141425,Wired Headphones,1,11.99,01/19/19 14:59,NY,New York City,10001
141426,Google Phone,1,600,01/12/19 12:57,PA,Philadelphia,19102
141427,USB-C Charging Cable,1,11.95,01/16/19 14:44,NY,New York City,10013
141428,AA Batteries (4-pack),1,3.84,01/22/19 10:06,TX,Dallas,75201
141429,Apple Airpods Headphones,1,150,01/21/19 06:04,PA,Philadelphia,19116
141430,34in Ultrawide Monitor,1,379.99,01/23/19 21:37,CA,Los Angeles,90001
141431,USB-C Charging Cable,1,11.95,01/04/19 07:16,CA,Los Angeles,90001
141432,USB-C Charging Cable,1,11.95,01/18/19 22:38,CA,San Diego,92029
141433,Google Phone,1,600,01/15/19 20:08,OH,Columbus,43224
141434,27in 4K Gaming Monitor,1,389.99,01/13/19 19:03,TX,Austin,78745
141435,USB-C Charging Cable,1,11.95,01/15/19 10:55,TX,Houston,77002
141436,Bose SoundSport Headphones,1,99.99,01/03/19 07:59,OR,Portland,97209
141437,iPhone,1,700,01/10/19 15:40,FL,Miami,33125
141438,Wired Headphones,2,11.99,01/29/19 17:36,NY,Buffalo,14201
141439,Flatscreen TV,1,300,01/09/19 20:49,NY,Buffalo,14211
141440,Google Phone,1,600,01/31/19 23:10,IL,Chicago,60607
141441,AA Batteries (4-pack),1,3.84,01/20/19 19:08,GA,Atlanta,30303
141442,Google Phone,1,600,01/06/19 10:27,OR,Portland,97201
141443,Lightning Charging Cable,1,14.95,01/15/19 19:22,CA,Los Angeles,90014
141444,AAA Batteries (4-pack),1,2.99,01/22/19 22:56,GA,Atlanta,30339
141445,USB-C Charging Cable,1,11.95,01/23/19 21:37,TX,Houston,77019
141446,Bose SoundSport Headphones,1,99.99,01/16/19 20:03,GA,Atlanta,30339
141447,AAA Batteries (4-pack),1,2.99,01/15/19 21:14,MI,Detroit,48207
141448,Bose SoundSport Headphones,1,99.99,01/07/19 15:50,FL,Miami,33186
141449,USB-C Charging Cable,1,11.95,01/25/19 15:41,CA,San Diego,92091
141450,Google Phone,1,600,01/12/19 11:16,CA,San Francisco,94102
141450,Bose SoundSport Headphones,1,99.99,01/12/19 11:16,TX,Houston,77002
141451,AA Batteries (4-pack),1,3.84,01/18/19 18:01,CA,San Diego,92029
141452,Bose SoundSport Headphones,1,99.99,01/16/19 13:37,OH,Columbus,43212
141453,Macbook Pro Laptop,1,1700,01/06/19 13:09,CA,San Francisco,94016
141454,Bose SoundSport Headphones,1,99.99,01/12/19 21:43,OR,Portland,97209
141455,Apple Airpods Headphones,1,150,01/06/19 09:26,NY,New York City,10001
141456,AAA Batteries (4-pack),1,2.99,01/05/19 13:28,PA,Philadelphia,19116
141457,iPhone,1,700,01/09/19 22:11,TX,Austin,78745
141457,Apple Airpods Headphones,1,150,01/09/19 22:11,OR,Portland,97209
141458,iPhone,1,700,01/29/19 01:12,MI,Detroit,48207
141459,AAA Batteries (4-pack),1,2.99,01/07/19 13:20,TX,Houston,77002
141460,iPhone,1,700,01/26/19 17:29,OH,Columbus,43201
141461,Lightning Charging Cable,1,14.95,01/02/19 10:34,OH,Columbus,43201
141462,Wired Headphones,1,11.99,01/30/19 23:34,IL,Chicago,60607
141463,Apple Airpods Headphones,1,150,01/22/19 18:14,GA,Atlanta,30339
141464,AA Batteries (4-pack),2,3.84,01/31/19 01:03,CA,Los Angeles,90014
141465,Lightning Charging Cable,1,14.95,01/30/19 11:24,GA,Atlanta,30303
141466,AAA Batteries (4-pack),2,2.99,01/24/19 16:09,IL,Chicago,60607
141467,Bose SoundSport Headphones,1,99.99,01/22/19 19:48,FL,Orlando,32822
141468,Flatscreen TV,1,300,01/07/19 15:21,TX,Houston,77019
141469,Flatscreen TV,1,300,01/02/19 07:44,CA,Los Angeles,90014
141470,AAA Batteries (4-pack),1,2.99,01/09/19 17:29,IL,Chicago,60618
141471,Apple Airpods Headphones,1,150,01/17/19 14:21,WA,Seattle,98101
141472,iPhone,1,700,01/27/19 07:05,CA,San Francisco,94102
141473,iPhone,1,700,01/11/19 16:48,FL,Miami,33137
141474,Apple Airpods Headphones,1,150,01/17/19 22:58,FL,Orlando,32801
141475,Lightning Charging Cable,1,14.95,01/07/19 08:41,OR,Portland,97223
141476,iPhone,1,700,01/06/19 15:38,CA,Los Angeles,90001
141477,AA Batteries (4-pack),1,3.84,01/20/19 09:24,FL,Miami,33137
141478,Google Phone,1,600,01/26/19 13:32,OH,Columbus,43224
141478,Apple Airpods Headphones,1,150,01/26/19 13:32,OH,Columbus,43201
141479,Bose SoundSport Headphones,1,99.99,01/12/19 19:24,PA,Philadelphia,19116
141480,AA Batteries (4-pack),2,3.84,01/20/19 12:32,OH,Columbus,43201
141481,AA Batteries (4-pack),1,3.84,01/26/19 22:19,NY,New York City,10001
141482,USB-C Charging Cable,1,11.95,01/28/19 13:10,TX,Austin,78701
141483,Flatscreen TV,1,300,01/21/19 15:57,TX,Austin,78729
141484,USB-C Charging Cable,1,11.95,01/29/19 21:06,GA,Atlanta,30318
141485,27in 4K Gaming Monitor,1,389.99,01/07/19 21:06,FL,Miami,33186
141486,USB-C Charging Cable,1,11.95,01/14/19 13:29,FL,Orlando,32822
141487,Bose SoundSport Headphones,1,99.99,01/19/19 18:28,TX,Dallas,75215
141488,Bose SoundSport Headphones,1,99.99,01/13/19 14:33,IL,Chicago,60618
141489,AAA Batteries (4-pack),2,2.99,01/04/19 11:21,CA,San Diego,92091
141490,27in FHD Monitor,1,149.99,01/24/19 09:54,CA,San Diego,91911
141491,Bose SoundSport Headphones,1,99.99,01/25/19 11:10,GA,Atlanta,30339
141492,20in Monitor,1,109.99,01/18/19 09:23,TX,Austin,78729
141493,34in Ultrawide Monitor,1,379.99,01/02/19 11:26,WA,Seattle,98122
141494,AA Batteries (4-pack),2,3.84,01/07/19 00:40,MI,Detroit,48207
141495,Macbook Pro Laptop,1,1700,01/19/19 18:02,MI,Detroit,48207
141496,Wired Headphones,1,11.99,01/31/19 16:21,NY,Buffalo,14205
141497,Wired Headphones,1,11.99,01/29/19 18:07,CA,San Diego,92029
141498,AA Batteries (4-pack),1,3.84,01/08/19 07:31,TX,Houston,77002
141499,Google Phone,1,600,01/19/19 15:17,PA,Philadelphia,19102
141500,Google Phone,1,600,01/12/19 11:56,FL,Orlando,32822
141501,AA Batteries (4-pack),1,3.84,01/25/19 12:38,PA,Philadelphia,19132
141502,AA Batteries (4-pack),2,3.84,01/08/19 20:07,CA,San Diego,91911
141503,27in 4K Gaming Monitor,1,389.99,01/03/19 19:54,IL,Chicago,60607
141504,iPhone,1,700,01/13/19 13:37,FL,Miami,33137
141505,27in 4K Gaming Monitor,1,389.99,01/05/19 06:59,MI,Detroit,48127
141506,Google Phone,1,600,01/24/19 19:03,FL,Miami,33137
141507,Apple Airpods Headphones,1,150,01/19/19 20:07,OR,Portland,97223
141508,USB-C Charging Cable,1,11.95,01/18/19 19:11,FL,Miami,33125
141509,Lightning Charging Cable,1,14.95,01/16/19 11:11,TX,Austin,78729
141510,Wired Headphones,2,11.99,01/16/19 14:32,NY,Buffalo,14211
141511,27in 4K Gaming Monitor,1,389.99,01/14/19 16:57,TX,Houston,77002
141512,Lightning Charging Cable,1,14.95,01/08/19 20:12,GA,Atlanta,30303
141513,Apple Airpods Headphones,1,150,01/18/19 22:22,MI,Detroit,48215
141514,Google Phone,1,600,01/27/19 21:26,CA,Los Angeles,90014
141515,34in Ultrawide Monitor,1,379.99,01/12/19 16:34,TX,Dallas,75209
141516,LG Washing Machine,1,600.0,01/17/19 19:53,TX,Austin,78701
141517,iPhone,1,700,01/13/19 14:14,NY,New York City,10118
141518,Lightning Charging Cable,1,14.95,01/01/19 11:41,FL,Orlando,32822
141519,Lightning Charging Cable,1,14.95,01/18/19 17:16,FL,Miami,33125
141520,iPhone,1,700,01/15/19 11:24,NY,New York City,10013
141521,Wired Headphones,1,11.99,01/06/19 11:19,TX,Dallas,75201
141522,27in FHD Monitor,1,149.99,01/02/19 23:35,PA,Philadelphia,19132
141523,Google Phone,1,600,01/02/19 13:17,NY,Buffalo,14205
141524,USB-C Charging Cable,1,11.95,01/11/19 13:18,FL,Orlando,32822
141525,AAA Batteries (4-pack),2,2.99,01/07/19 04:31,TX,Dallas,75215
141526,AA Batteries (4-pack),2,3.84,01/21/19 22:12,TX,Houston,77019
141527,Apple Airpods Headphones,1,150,01/25/19 18:52,CA,Los Angeles,90001
141528,AAA Batteries (4-pack),3,2.99,01/11/19 02:13,OR,Portland,97223
141529,Bose SoundSport Headphones,1,99.99,01/13/19 12:55,MI,Detroit,48207
141530,AAA Batteries (4-pack),1,2.99,01/19/19 18:13,OH,Columbus,43212
141531,Flatscreen TV,1,300,01/15/19 18:03,TX,Dallas,75209
141532,Lightning Charging Cable,1,14.95,01/12/19 08:44,OH,Columbus,43212
141533,34in Ultrawide Monitor,1,379.99,01/01/19 13:34,MI,Detroit,48207
141534,Bose SoundSport Headphones,1,99.99,01/05/19 10:02,WA,Seattle,98101
141535,Wired Headphones,1,11.99,01/03/19 10:59,IL,Chicago,60629
141536,AAA Batteries (4-pack),1,2.99,01/30/19 16:35,TX,Houston,77019
141537,Lightning Charging Cable,1,14.95,01/06/19 09:37,OR,Portland,97209
141538,27in FHD Monitor,1,149.99,01/12/19 15:38,FL,Orlando,32807
141539,27in FHD Monitor,1,149.99,01/16/19 15:22,TX,Houston,77002
141540,Apple Airpods Headphones,1,150,01/10/19 14:07,OH,Columbus,43212
141541,AAA Batteries (4-pack),1,2.99,01/27/19 22:39,TX,Dallas,75209
141542,AA Batteries (4-pack),1,3.84,01/20/19 18:33,OH,Columbus,43201
141543,Lightning Charging Cable,1,14.95,01/25/19 10:48,IL,Chicago,60618
141544,Lightning Charging Cable,1,14.95,01/03/19 18:32,GA,Atlanta,30339
141545,Google Phone,1,600,01/16/19 20:17,CA,San Francisco,94016
141546,20in Monitor,1,109.99,01/22/19 02:39,NY,Buffalo,14201
141547,USB-C Charging Cable,2,11.95,01/12/19 10:26,WA,Seattle,98122
141548,Lightning Charging Cable,1,14.95,01/11/19 23:00,TX,Houston,77055
141549,27in FHD Monitor,1,149.99,01/15/19 10:53,TX,Austin,78729
141550,iPhone,1,700,01/31/19 10:58,NY,Buffalo,14211
141550,Apple Airpods Headphones,2,150,01/31/19 10:58,CA,San Diego,91911
141550,Wired Headphones,1,11.99,01/31/19 10:58,PA,Philadelphia,19132
141551,Lightning Charging Cable,2,14.95,01/19/19 16:39,NY,New York City,10118
141552,Bose SoundSport Headphones,1,99.99,01/10/19 10:40,IL,Chicago,60618
141553,Bose SoundSport Headphones,1,99.99,01/27/19 00:07,GA,Atlanta,30339
141554,USB-C Charging Cable,1,11.95,01/04/19 12:57,CA,San Francisco,94118
141555,AAA Batteries (4-pack),3,2.99,01/15/19 10:18,NY,New York City,10001
141556,USB-C Charging Cable,1,11.95,01/29/19 10:07,CA,San Diego,92029
141557,Lightning Charging Cable,1,14.95,01/23/19 22:54,FL,Orlando,32822
141558,27in 4K Gaming Monitor,1,389.99,01/01/19 12:14,MI,Detroit,48207
141559,Wired Headphones,1,11.99,01/26/19 22:08,TX,Austin,78729
141560,34in Ultrawide Monitor,1,379.99,01/09/19 13:34,GA,Atlanta,30339
141561,Wired Headphones,1,11.99,01/09/19 17:19,OH,Columbus,43212
141562,Bose SoundSport Headphones,1,99.99,01/29/19 12:47,FL,Miami,33137
141563,USB-C Charging Cable,1,11.95,01/15/19 15:52,CA,San Diego,92029
141564,Apple Airpods Headphones,1,150,01/29/19 11:03,PA,Philadelphia,19116
141565,Wired Headphones,1,11.99,01/13/19 06:05,OH,Columbus,43224
141566,27in FHD Monitor,1,149.99,01/13/19 18:41,MI,Detroit,48127
141567,Lightning Charging Cable,1,14.95,01/09/19 20:37,FL,Miami,33125
141568,ThinkPad Laptop,1,999.99,01/26/19 20:30,CA,Los Angeles,90001
