order_ID,product,quantity_ordered,price,order_date,state,city,zip_code
162058,27in FHD Monitor,1,149.99,03/30/19 02:30,CA,San Francisco,94016
162059,USB-C Charging Cable,1,11.95,03/03/19 05:47,TX,Dallas,75201
162060,AAA Batteries (4-pack),3,2.99,03/10/19 16:04,TX,Houston,77002
162061,Wired Headphones,1,11.99,03/01/19 22:07,CA,San Diego,91911
162062,AAA Batteries (4-pack),1,2.99,03/24/19 03:37,OH,Columbus,43212
162063,AAA Batteries (4-pack),2,2.99,03/02/19 11:58,WA,Seattle,98101
162064,Macbook Pro Laptop,1,1700,03/05/19 09:00,TX,Houston,77019
162065,Google Phone,1,600,03/02/19 13:18,NY,New York City,10118
162066,AA Batteries (4-pack),1,3.84,03/13/19 13:57,NY,New York City,10118
162066,USB-C Charging Cable,2,11.95,03/13/19 13:57,IL,Chicago,60618
162067,ThinkPad Laptop,1,999.99,03/07/19 23:40,GA,Atlanta,30339
162068,Wired Headphones,1,11.99,03/24/19 12:25,CA,San Francisco,94016
162069,AA Batteries (4-pack),1,3.84,03/15/19 16:53,NY,Buffalo,14205
162070,27in FHD Monitor,1,149.99,03/15/19 18:19,TX,Houston,77002
162071,Vareebadd Phone,1,400,03/30/19 20:23,TX,Houston,77002
162071,USB-C Charging Cable,1,11.95,03/30/19 20:23,CA,San Francisco,94016
162072,AA Batteries (4-pack),1,3.84,03/02/19 12:04,OH,Columbus,43201
162073,Bose SoundSport Headphones,1,99.99,03/23/19 20:52,MI,Detroit,48207
162074,Apple Airpods Headphones,1,150,03/05/19 12:45,PA,Philadelphia,19102
162075,Apple Airpods Headphones,1,150,03/11/19 09:19,CA,San Diego,92029
162076,Wired Headphones,1,11.99,03/04/19 09:12,FL,Miami,33137
162077,AAA Batteries (4-pack),1,2.99,03/22/19 11:54,WA,Seattle,98101
162078,Lightning Charging Cable,1,14.95,03/02/19 16:48,TX,Austin,78701
162079,Google Phone,1,600,03/24/19 21:36,GA,Atlanta,30339
162080,Apple Airpods Headphones,1,150,03/24/19 09:37,TX,Dallas,75209
162081,Lightning Charging Cable,1,14.95,03/26/19 20:58,IL,Chicago,60618
162082,Vareebadd Phone,1,400,03/09/19 14:15,MI,Detroit,48215
162082,Wired Headphones,1,11.99,03/09/19 14:15,TX,Dallas,75215
162083,Wired Headphones,1,11.99,03/27/19 19:04,NY,New York City,10118
162084,iPhone,1,700,03/27/19 12:53,NY,New York City,10001
162085,Lightning Charging Cable,1,14.95,03/24/19 19:52,TX,Dallas,75215
162086,Google Phone,1,600,03/18/19 09:12,OH,Columbus,43212
162087,Google Phone,1,600,03/18/19 13:58,FL,Miami,33137
162087,USB-C Charging Cable,1,11.95,03/18/19 13:58,FL,Miami,33137
162088,Google Phone,1,600,03/02/19 15:50,WA,Seattle,98122
162089,Wired Headphones,1,11.99,03/07/19 12:25,MI,Detroit,48215
162090,Bose SoundSport Headphones,1,99.99,03/12/19 13:03,FL,Orlando,32822
162091,Bose SoundSport Headphones,1,99.99,03/18/19 08:13,TX,Dallas,75201
162092,Flatscreen TV,1,300,03/18/19 11:29,CA,San Diego,92091
162092,AAA Batteries (4-pack),1,2.99,03/18/19 11:29,MI,Detroit,48127
162093,Vareebadd Phone,1,400,03/19/19 11:32,PA,Philadelphia,19132
162094,ThinkPad Laptop,1,999.99,03/21/19 03:42,TX,Austin,78745
162095,Wired Headphones,1,11.99,03/29/19 13:18,WA,Seattle,98115
162096,Bose SoundSport Headphones,1,99.99,03/04/19 00:20,WA,Seattle,98115
162097,Flatscreen TV,1,300,03/28/19 13:43,FL,Orlando,32801
162098,Flatscreen TV,1,300,03/07/19 15:44,FL,Miami,33186
162099,USB-C Charging Cable,1,11.95,03/03/19 00:18,IL,Chicago,60629
162100,Wired Headphones,1,11.99,03/04/19 00:17,TX,Austin,78701
162101,Macbook Pro Laptop,1,1700,03/30/19 10:47,CA,Los Angeles,90001
162102,Wired Headphones,1,11.99,03/31/19 19:51,GA,Atlanta,30318
162103,AAA Batteries (4-pack),1,2.99,03/18/19 20:50,IL,Chicago,60618
162104,Lightning Charging Cable,1,14.95,03/05/19 15:25,MI,Detroit,48207
162105,USB-C Charging Cable,1,11.95,03/09/19 08:45,CA,Los Angeles,90008
162106,AA Batteries (4-pack),1,3.84,03/02/19 15:25,FL,Orlando,32807
162107,Wired Headphones,1,11.99,03/29/19 15:15,FL,Orlando,32807
162108,USB-C Charging Cable,2,11.95,03/26/19 11:38,IL,Chicago,60607
162109,Lightning Charging Cable,1,14.95,03/25/19 11:12,NY,Buffalo,14201
162110,20in Monitor,1,109.99,03/15/19 09:05,MI,Detroit,48215
162111,AA Batteries (4-pack),3,3.84,03/08/19 16:59,OR,Portland,97201
162112,34in Ultrawide Monitor,1,379.99,03/15/19 21:52,FL,Miami,33186
162113,Bose SoundSport Headphones,1,99.99,03/27/19 13:09,CA,San Diego,92029
162114,Lightning Charging Cable,1,14.95,03/21/19 14:29,CA,Los Angeles,90001
162115,Flatscreen TV,1,300,03/26/19 08:06,OR,Portland,97201
162116,USB-C Charging Cable,1,11.95,03/09/19 11:48,OH,Columbus,43224
162117,Wired Headphones,1,11.99,03/11/19 14:12,TX,Austin,78729
162118,iPhone,1,700,03/10/19 22:32,GA,Atlanta,30318
162119,27in FHD Monitor,1,149.99,03/06/19 13:46,NY,New York City,10013
162120,Macbook Pro Laptop,1,1700,03/15/19 18:43,WA,Seattle,98122
162121,USB-C Charging Cable,1,11.95,03/20/19 13:05,NY,New York City,10001
162122,AAA Batteries (4-pack),1,2.99,03/06/19 10:22,CA,San Diego,92029
162123,Bose SoundSport Headphones,1,99.99,03/13/19 18:02,OR,Portland,97209
162124,Macbook Pro Laptop,1,1700,03/27/19 09:52,NY,New York City,10118
162125,27in 4K Gaming Monitor,1,389.99,03/29/19 12:16,OR,Portland,97201
162126,Apple Airpods Headphones,1,150,03/17/19 19:41,GA,Atlanta,30303
162127,Macbook Pro Laptop,1,1700,03/25/19 13:08,MI,Detroit,48207
162128,USB-C Charging Cable,1,11.95,03/23/19 22:59,OR,Portland,97209
162129,AAA Batteries (4-pack),1,2.99,03/11/19 16:14,CA,San Francisco,94102
162130,USB-C Charging Cable,1,11.95,03/08/19 12:17,FL,Miami,33186
162131,USB-C Charging Cable,1,11.95,03/10/19 23:29,TX,Austin,78745
162132,AA Batteries (4-pack),1,3.84,03/15/19 06:52,OH,Columbus,43201
162133,AA Batteries (4-pack),1,3.84,03/10/19 09:28,NY,New York City,10013
162134,Vareebadd Phone,1,400,03/17/19 20:36,CA,Los Angeles,90014
162135,USB-C Charging Cable,1,11.95,03/23/19 22:58,OH,Columbus,43201
162136,AA Batteries (4-pack),1,3.84,03/28/19 11:13,NY,New York City,10118
162137,Bose SoundSport Headphones,1,99.99,03/14/19 16:05,OR,Portland,97209
162138,20in Monitor,1,109.99,03/19/19 10:10,GA,Atlanta,30318
162139,34in Ultrawide Monitor,1,379.99,03/21/19 12:21,TX,Austin,78729
162140,ThinkPad Laptop,1,999.99,03/06/19 23:34,CA,San Diego,92029
162141,Lightning Charging Cable,1,14.95,03/08/19 19:03,IL,Chicago,60618
162142,Vareebadd Phone,1,400,03/01/19 12:57,TX,Dallas,75201
162142,AA Batteries (4-pack),1,3.84,03/01/19 12:57,TX,Dallas,75209
162143,USB-C Charging Cable,1,11.95,03/09/19 13:26,MI,Detroit,48215
162144,Macbook Pro Laptop,1,1700,03/24/19 13:04,TX,Dallas,75201
162145,Bose SoundSport Headphones,1,99.99,03/11/19 16:56,NY,Buffalo,14201
162146,Apple Airpods Headphones,1,150,03/11/19 22:20,IL,Chicago,60618
162147,Wired Headphones,1,11.99,03/05/19 10:53,IL,Chicago,60629
162148,USB-C Charging Cable,1,11.95,03/17/19 23:55,WA,Seattle,98101
162149,Apple Airpods Headphones,1,150,03/05/19 00:36,OH,Columbus,43201
162150,AA Batteries (4-pack),1,3.84,03/28/19 22:21,NY,New York City,10118
162151,Bose SoundSport Headphones,1,99.99,03/25/19 20:11,TX,Austin,78701
162152,Lightning Charging Cable,1,14.95,03/24/19 09:42,CA,Los Angeles,90001
162153,27in FHD Monitor,1,149.99,03/08/19 08:31,FL,Miami,33125
162154,ThinkPad Laptop,1,999.99,03/30/19 10:18,CA,San Francisco,94118
162155,AA Batteries (4-pack),1,3.84,03/28/19 16:35,OR,Portland,97209
162156,Wired Headphones,1,11.99,03/01/19 22:47,TX,Dallas,75209
162157,Flatscreen TV,1,300,03/27/19 18:56,IL,Chicago,60629
162158,USB-C Charging Cable,1,11.95,03/20/19 17:50,CA,San Diego,91911
162159,Wired Headphones,1,11.99,03/30/19 13:29,MI,Detroit,48207
162160,Apple Airpods Headphones,1,150,03/12/19 19:50,OH,Columbus,43224
162161,Wired Headphones,1,11.99,03/30/19 19:20,PA,Philadelphia,19132
162161,AAA Batteries (4-pack),2,2.99,03/30/19 19:20,NY,Buffalo,14205
162162,Lightning Charging Cable,1,14.95,03/05/19 08:32,IL,Chicago,60629
162163,Flatscreen TV,1,300,03/25/19 07:48,NY,Buffalo,14211
162164,AA Batteries (4-pack),1,3.84,03/01/19 16:05,PA,Philadelphia,19102
162165,Macbook Pro Laptop,1,1700,03/12/19 12:32,PA,Philadelphia,19102
162166,AAA Batteries (4-pack),1,2.99,03/06/19 21:36,CA,Los Angeles,90008
162167,AA Batteries (4-pack),1,3.84,03/02/19 13:36,WA,Seattle,98115
162168,34in Ultrawide Monitor,1,379.99,03/20/19 10:26,FL,Orlando,32801
162169,27in 4K Gaming Monitor,1,389.99,03/11/19 13:43,GA,Atlanta,30339
162170,Wired Headphones,2,11.99,03/16/19 11:14,CA,San Diego,92029
162171,Lightning Charging Cable,1,14.95,03/16/19 12:10,CA,San Francisco,94016
162172,Wired Headphones,1,11.99,03/03/19 18:34,PA,Philadelphia,19116
162173,Bose SoundSport Headphones,1,99.99,03/07/19 14:09,PA,Philadelphia,19132
162174,27in 4K Gaming Monitor,1,389.99,03/05/19 18:44,OH,Columbus,43212
162175,Lightning Charging Cable,1,14.95,03/02/19 11:09,CA,San Francisco,94118
162176,Apple Airpods Headphones,1,150,03/31/19 19:38,IL,Chicago,60629
162177,ThinkPad Laptop,1,999.99,03/22/19 19:40,TX,Houston,77019
162178,Lightning Charging Cable,1,14.95,03/11/19 18:11,OH,Columbus,43212
162179,AAA Batteries (4-pack),1,2.99,03/25/19 12:40,TX,Dallas,75209
162180,Flatscreen TV,1,300,03/17/19 14:55,NY,New York City,10001
162181,Macbook Pro Laptop,1,1700,03/03/19 13:15,TX,Dallas,75201
162182,Google Phone,1,600,03/19/19 13:01,OH,Columbus,43201
162183,AA Batteries (4-pack),1,3.84,03/08/19 16:22,TX,Austin,78701
162184,AA Batteries (4-pack),1,3.84,03/23/19 16:51,TX,Austin,78745
162185,USB-C Charging Cable,1,11.95,03/03/19 07:26,TX,Houston,77019
162186,AAA Batteries (4-pack),5,2.99,03/05/19 14:17,FL,Miami,33137
162187,Google Phone,1,600,03/16/19 10:34,TX,Houston,77002
162187,USB-C Charging Cable,1,11.95,03/16/19 10:34,FL,Miami,33137
162188,AAA Batteries (4-pack),1,2.99,03/02/19 20:28,CA,Los Angeles,90001
162189,iPhone,1,700,03/23/19 14:06,GA,Atlanta,30318
162189,Lightning Charging Cable,1,14.95,03/23/19 14:06,FL,Miami,33137
162189,27in 4K Gaming Monitor,1,389.99,03/23/19 14:06,NY,New York City,10013
162190,Wired Headphones,1,11.99,03/04/19 20:47,NY,Buffalo,14211
162191,Apple Airpods Headphones,1,150,03/05/19 20:49,NY,Buffalo,14211
162192,AAA Batteries (4-pack),3,2.99,03/06/19 18:27,CA,Los Angeles,90008
162193,Lightning Charging Cable,1,14.95,03/14/19 10:27,TX,Houston,77055
162194,27in FHD Monitor,1,149.99,03/21/19 21:22,MI,Detroit,48207
162195,AAA Batteries (4-pack),3,2.99,03/25/19 07:23,GA,Atlanta,30339
162196,AA Batteries (4-pack),1,3.84,03/24/19 09:22,OR,Portland,97201
162197,Macbook Pro Laptop,1,1700,03/01/19 15:30,CA,San Francisco,94016
162198,Bose SoundSport Headphones,1,99.99,03/16/19 19:18,TX,Dallas,75215
162199,Macbook Pro Laptop,1,1700,03/03/19 17:41,WA,Seattle,98122
162200,20in Monitor,1,109.99,03/15/19 14:50,TX,Dallas,75201
162201,Apple Airpods Headphones,1,150,03/29/19 13:22,CA,Los Angeles,90008
162202,27in FHD Monitor,1,149.99,03/28/19 23:33,TX,Austin,78745
162203,USB-C Charging Cable,1,11.95,03/21/19 10:24,TX,Austin,78701
162204,Wired Headphones,1,11.99,03/08/19 12:24,NY,New York City,10013
162205,AAA Batteries (4-pack),3,2.99,03/27/19 19:28,WA,Seattle,98122
162206,AA Batteries (4-pack),1,3.84,03/02/19 19:20,GA,Atlanta,30339
162207,34in Ultrawide Monitor,1,379.99,03/02/19 12:54,CA,San Francisco,94016
162208,Lightning Charging Cable,1,14.95,03/11/19 16:08,OR,Portland,97223
162209,AAA Batteries (4-pack),1,2.99,03/18/19 01:48,FL,Orlando,32807
162210,USB-C Charging Cable,1,11.95,03/19/19 17:42,CA,San Diego,92091
162211,Wired Headphones,1,11.99,03/15/19 05:02,NY,Buffalo,14211
162212,USB-C Charging Cable,2,11.95,03/31/19 12:42,PA,Philadelphia,19102
162213,AA Batteries (4-pack),1,3.84,03/21/19 09:58,NY,Buffalo,14211
162214,AA Batteries (4-pack),1,3.84,03/16/19 07:09,TX,Houston,77019
162215,AAA Batteries (4-pack),1,2.99,03/11/19 12:06,CA,Los Angeles,90001
162215,Macbook Pro Laptop,1,1700,03/11/19 12:06,NY,New York City,10013
162216,ThinkPad Laptop,1,999.99,03/20/19 11:03,TX,Austin,78745
162217,Wired Headphones,1,11.99,03/07/19 16:30,GA,Atlanta,30318
162218,Apple Airpods Headphones,1,150,03/05/19 19:53,NY,New York City,10013
162219,Apple Airpods Headphones,1,150,03/31/19 21:28,TX,Houston,77002
162220,Bose SoundSport Headphones,1,99.99,03/06/19 17:33,CA,Los Angeles,90001
162221,Apple Airpods Headphones,1,150,03/09/19 21:44,NY,Buffalo,14201
162222,Bose SoundSport Headphones,1,99.99,03/14/19 06:36,OR,Portland,97209
162223,AAA Batteries (4-pack),1,2.99,03/24/19 10:47,TX,Houston,77055
162224,27in FHD Monitor,1,149.99,03/23/19 07:28,TX,Austin,78701
162225,AA Batteries (4-pack),2,3.84,03/30/19 17:01,FL,Miami,33125
162226,AA Batteries (4-pack),2,3.84,03/25/19 21:36,GA,Atlanta,30339
162227,AA Batteries (4-pack),3,3.84,03/30/19 19:45,OR,Portland,97223
162228,Lightning Charging Cable,1,14.95,03/14/19 09:46,CA,San Diego,92029
162229,27in FHD Monitor,1,149.99,03/27/19 13:13,MI,Detroit,48127
162230,Lightning Charging Cable,1,14.95,03/30/19 16:55,FL,Orlando,32807
162231,AA Batteries (4-pack),2,3.84,03/04/19 19:42,IL,Chicago,60629
162232,27in 4K Gaming Monitor,1,389.99,03/09/19 12:45,PA,Philadelphia,19102
162233,Macbook Pro Laptop,1,1700,03/29/19 19:32,TX,Dallas,75209
162234,AA Batteries (4-pack),1,3.84,03/06/19 13:39,CA,Los Angeles,90001
162235,27in FHD Monitor,1,149.99,03/11/19 22:05,MI,Detroit,48207
162236,Wired Headphones,1,11.99,03/28/19 18:33,MI,Detroit,48207
162237,Lightning Charging Cable,2,14.95,03/23/19 16:22,TX,Dallas,75201
162238,AA Batteries (4-pack),1,3.84,03/14/19 17:16,GA,Atlanta,30318
162239,ThinkPad Laptop,1,999.99,03/10/19 19:45,TX,Austin,78701
162240,Lightning Charging Cable,1,14.95,03/30/19 00:13,TX,Austin,78729
162241,Macbook Pro Laptop,1,1700,03/30/19 11:58,NY,Buffalo,14211
162242,AAA Batteries (4-pack),1,2.99,03/14/19 20:32,OR,Portland,97201
162243,Lightning Charging Cable,1,14.95,03/15/19 19:18,IL,Chicago,60629
162244,Google Phone,1,600,03/23/19 23:33,FL,Orlando,32807
162244,USB-C Charging Cable,1,11.95,03/23/19 23:33,TX,Houston,77019
162245,AAA Batteries (4-pack),1,2.99,03/17/19 18:18,MI,Detroit,48207
162246,27in FHD Monitor,1,149.99,03/01/19 12:12,CA,San Francisco,94102
162247,27in FHD Monitor,1,149.99,03/22/19 15:47,FL,Miami,33125
162248,Wired Headphones,1,11.99,03/14/19 16:03,WA,Seattle,98122
162249,Bose SoundSport Headphones,1,99.99,03/27/19 19:50,OR,Portland,97201
162250,Flatscreen TV,1,300,03/16/19 10:47,TX,Houston,77055
162251,27in FHD Monitor,1,149.99,03/29/19 15:10,PA,Philadelphia,19116
162252,Wired Headphones,2,11.99,03/09/19 05:31,NY,Buffalo,14205
162253,USB-C Charging Cable,1,11.95,03/07/19 22:15,OR,Portland,97223
162254,Macbook Pro Laptop,1,1700,03/09/19 10:48,CA,San Francisco,94102
162255,27in FHD Monitor,1,149.99,03/06/19 11:21,TX,Houston,77055
162256,20in Monitor,1,109.99,03/15/19 11:55,MI,Detroit,48207
162257,AA Batteries (4-pack),1,3.84,03/30/19 12:01,GA,Atlanta,30339
162258,Bose SoundSport Headphones,1,99.99,03/20/19 19:09,TX,Houston,77002
162259,27in 4K Gaming Monitor,1,389.99,03/14/19 10:07,OH,Columbus,43201
162260,Apple Airpods Headphones,1,150,03/29/19 12:08,NY,Buffalo,14211
162261,Bose SoundSport Headphones,1,99.99,03/24/19 06:54,TX,Austin,78729
162262,Wired Headphones,1,11.99,03/08/19 22:17,NY,New York City,10013
162263,Wired Headphones,1,11.99,03/05/19 22:06,NY,New York City,10118
162264,Apple Airpods Headphones,1,150,03/13/19 18:06,NY,New York City,10013
162265,Wired Headphones,1,11.99,03/12/19 08:12,FL,Miami,33137
162266,AA Batteries (4-pack),1,3.84,03/13/19 08:34,NY,Buffalo,14201
162267,Bose SoundSport Headphones,1,99.99,03/26/19 14:07,GA,Atlanta,30339
162268,Lightning Charging Cable,1,14.95,03/30/19 20:26,OR,Portland,97209
162269,Wired Headphones,1,11.99,03/03/19 01:30,TX,Austin,78701
162270,Macbook Pro Laptop,1,1700,03/07/19 11:45,GA,Atlanta,30339
162271,Lightning Charging Cable,1,14.95,03/26/19 10:37,TX,Austin,78745
162272,Lightning Charging Cable,1,14.95,03/16/19 09:30,WA,Seattle,98101
162273,Google Phone,1,600,03/20/19 18:36,CA,San Diego,92029
162274,Lightning Charging Cable,1,14.95,03/07/19 09:06,CA,Los Angeles,90001
162275,Wired Headphones,1,11.99,03/12/19 20:22,FL,Orlando,32801
162276,Bose SoundSport Headphones,1,99.99,03/11/19 06:54,FL,Miami,33125
162277,27in 4K Gaming Monitor,1,389.99,03/26/19 22:06,FL,Miami,33125
162278,Bose SoundSport Headphones,1,99.99,03/23/19 14:02,OR,Portland,97223
162279,Google Phone,1,600,03/12/19 19:03,IL,Chicago,60629
162280,Bose SoundSport Headphones,1,99.99,03/05/19 11:48,CA,Los Angeles,90008
162281,Lightning Charging Cable,2,14.95,03/10/19 15:31,FL,Miami,33137
162282,USB-C Charging Cable,1,11.95,03/03/19 02:06,IL,Chicago,60629
162283,AA Batteries (4-pack),1,3.84,03/05/19 20:33,OH,Columbus,43201
162284,Lightning Charging Cable,1,14.95,03/05/19 22:25,CA,San Francisco,94102
162285,27in FHD Monitor,1,149.99,03/13/19 21:40,OR,Portland,97201
162286,iPhone,1,700,03/25/19 12:49,CA,San Francisco,94102
162287,Google Phone,1,600,03/30/19 10:02,TX,Austin,78745
162288,20in Monitor,1,109.99,03/01/19 09:19,TX,Austin,78701
162289,USB-C Charging Cable,1,11.95,03/18/19 04:46,OH,Columbus,43201
162290,27in 4K Gaming Monitor,1,389.99,03/13/19 20:36,TX,Dallas,75201
162291,Lightning Charging Cable,1,14.95,03/12/19 12:08,PA,Philadelphia,19132
162292,Lightning Charging Cable,1,14.95,03/08/19 06:56,CA,San Diego,92029
162293,20in Monitor,1,109.99,03/04/19 17:57,MI,Detroit,48127
162294,Vareebadd Phone,1,400,03/10/19 11:57,NY,Buffalo,14211
162295,AAA Batteries (4-pack),1,2.99,03/18/19 19:17,TX,Dallas,75215
162296,Lightning Charging Cable,1,14.95,03/10/19 19:12,TX,Houston,77055
162297,Apple Airpods Headphones,1,150,03/12/19 17:48,IL,Chicago,60607
162297,20in Monitor,1,109.99,03/12/19 17:48,NY,New York City,10013
162298,AA Batteries (4-pack),1,3.84,03/15/19 21:34,OR,Portland,97223
162299,27in FHD Monitor,1,149.99,03/03/19 10:40,GA,Atlanta,30318
162300,Lightning Charging Cable,1,14.95,03/12/19 14:47,TX,Houston,77019
162301,USB-C Charging Cable,1,11.95,03/23/19 10:49,FL,Orlando,32801
162302,USB-C Charging Cable,2,11.95,03/06/19 18:30,TX,Austin,78745
162303,Wired Headphones,1,11.99,03/06/19 20:38,NY,Buffalo,14201
162304,AA Batteries (4-pack),1,3.84,03/20/19 22:44,FL,Orlando,32801
162305,iPhone,1,700,03/26/19 17:08,PA,Philadelphia,19132
162306,iPhone,1,700,03/10/19 19:33,OR,Portland,97223
162307,Wired Headphones,1,11.99,03/29/19 06:31,NY,New York City,10001
162308,ThinkPad Laptop,1,999.99,03/18/19 19:25,NY,New York City,10001
162309,USB-C Charging Cable,1,11.95,03/27/19 13:00,TX,Dallas,75209
162310,AAA Batteries (4-pack),2,2.99,03/12/19 11:42,IL,Chicago,60607
162311,27in FHD Monitor,2,149.99,03/29/19 09:06,GA,Atlanta,30318
162312,USB-C Charging Cable,1,11.95,03/09/19 14:11,MI,Detroit,48207
162313,ThinkPad Laptop,1,999.99,03/25/19 10:52,CA,San Francisco,94118
162314,Lightning Charging Cable,1,14.95,03/22/19 08:47,TX,Dallas,75215
162315,27in FHD Monitor,1,149.99,03/12/19 21:36,CA,San Diego,92091
162316,AAA Batteries (4-pack),1,2.99,03/08/19 13:19,TX,Dallas,75201
162317,AA Batteries (4-pack),1,3.84,03/20/19 15:31,WA,Seattle,98122
162318,Lightning Charging Cable,2,14.95,03/13/19 05:24,IL,Chicago,60629
162319,USB-C Charging Cable,1,11.95,03/14/19 16:50,PA,Philadelphia,19132
162320,Lightning Charging Cable,1,14.95,03/24/19 11:28,OR,Portland,97209
162321,USB-C Charging Cable,1,11.95,03/04/19 12:35,CA,Los Angeles,90008
162322,AA Batteries (4-pack),1,3.84,03/23/19 20:35,CA,Los Angeles,90014
162323,27in FHD Monitor,1,149.99,03/05/19 11:48,CA,San Diego,92091
162324,Apple Airpods Headphones,1,150,03/10/19 11:58,OH,Columbus,43212
162325,iPhone,1,700,03/26/19 23:54,MI,Detroit,48207
162326,Bose SoundSport Headphones,2,99.99,03/30/19 19:40,GA,Atlanta,30318
162327,20in Monitor,1,109.99,03/09/19 01:51,TX,Austin,78745
162328,Wired Headphones,1,11.99,03/31/19 13:06,MI,Detroit,48215
162329,Vareebadd Phone,1,400,03/26/19 14:50,NY,New York City,10001
162329,USB-C Charging Cable,1,11.95,03/26/19 14:50,CA,San Francisco,94118
162330,Macbook Pro Laptop,1,1700,03/25/19 06:04,TX,Houston,77002
162331,Wired Headphones,1,11.99,03/03/19 15:40,PA,Philadelphia,19102
162332,Flatscreen TV,1,300,03/20/19 14:23,CA,San Francisco,94118
162332,Flatscreen TV,1,300,03/20/19 14:23,IL,Chicago,60607
162333,AA Batteries (4-pack),4,3.84,03/28/19 18:34,NY,New York City,10001
162334,27in 4K Gaming Monitor,1,389.99,03/31/19 11:16,FL,Miami,33137
162335,AAA Batteries (4-pack),1,2.99,03/22/19 22:43,GA,Atlanta,30303
